Id,SalePrice
1592,1.0302263142817509e+244
1593,3.165212096914554e+244
1594,inf
1595,inf
1596,inf
1597,inf
1598,inf
1599,1.9792181159327993e+224
1600,1.3829057386429876e+225
1601,2.266880794289544e+226
1602,1.6925665791766075e+271
1603,5.446230566961413e+254
1604,4.461339078424256e+284
1605,inf
1606,inf
1607,inf
1608,inf
1609,1.6851565143105487e+292
1610,4.038024431280141e+292
1611,inf
1612,inf
1613,inf
1614,1.7693797000793855e+207
1615,1.960461639071351e+184
1616,7.721257134834182e+184
1617,7.565475733166186e+191
1618,4.102762842624429e+242
1619,1.1078472922435151e+306
1620,inf
1621,3.2670283451478178e+302
1622,inf
1623,inf
1624,inf
1625,inf
1626,inf
1627,inf
1628,inf
1629,9.6001578513564e+290
1630,inf
1631,7.2689521117274394e+289
1632,inf
1633,7.440331646393791e+279
1634,6.673613467209894e+298
1635,1.6663569550576487e+302
1636,2.1589558194481772e+263
1637,inf
1638,inf
1639,inf
1640,inf
1641,inf
1642,inf
1643,3.247057474521398e+303
1644,inf
1645,inf
1646,5.46689161748289e+304
1647,inf
1648,1.3514727929727636e+270
1649,7.444577352350308e+274
1650,2.0167802747064104e+250
1651,5.295174114759984e+262
1652,1.2620205939335838e+178
1653,1.458893484330785e+178
1654,2.1612697599571084e+229
1655,1.562557711432507e+209
1656,2.0224513241265285e+226
1657,1.8821187694351187e+230
1658,6.231275695541066e+224
1659,2.7863055198991896e+185
1660,9.511371424680548e+303
1661,inf
1662,inf
1663,inf
1664,inf
1665,inf
1666,inf
1667,inf
1668,inf
1669,inf
1670,inf
1671,inf
1672,inf
1673,inf
1674,inf
1675,9.180999466133278e+289
1676,6.547040826780967e+267
1677,inf
1678,inf
1679,inf
1680,inf
1681,2.3598855131569085e+271
1682,inf
1683,7.358952803772587e+238
1684,inf
1685,5.842808529801217e+291
1686,1.9729819149390628e+220
1687,1.593009927843895e+281
1688,3.9651291539297966e+291
1689,inf
1690,2.2692670955808497e+303
1691,1.4518302233566738e+281
1692,inf
1693,4.594551519482857e+289
1694,4.225444241626723e+301
1695,1.0822798271409272e+266
1696,inf
1697,1.4178018252786875e+267
1698,inf
1699,inf
1700,inf
1701,inf
1702,inf
1703,inf
1704,inf
1705,inf
1706,inf
1707,1.8116441864703465e+291
1708,2.6292619985841785e+296
1709,inf
1710,2.3342322554999367e+284
1711,inf
1712,inf
1713,inf
1714,inf
1715,3.860740781467689e+301
1716,1.0246101897063502e+291
1717,3.117584549068895e+262
1718,1.137880764625585e+262
1719,inf
1720,inf
1721,inf
1722,inf
1723,inf
1724,1.9370197480962586e+286
1725,inf
1726,6.458138712319663e+299
1727,1.8686587956708787e+274
1728,6.028032291622757e+301
1729,9.940683815045554e+304
1730,1.0189741693946103e+294
1731,2.1042567991157314e+282
1732,1.413876411788676e+264
1733,3.0706021775043425e+272
1734,1.0169876967570341e+282
1735,3.1382763454059773e+257
1736,2.380597671899623e+246
1737,inf
1738,inf
1739,inf
1740,3.7896159038912524e+272
1741,1.2922789877342338e+253
1742,9.626470354227428e+237
1743,3.4011570375654055e+240
1744,inf
1745,inf
1746,inf
1747,inf
1748,inf
1749,inf
1750,8.360902070873803e+300
1751,inf
1752,4.695047796678708e+246
1753,inf
1754,inf
1755,inf
1756,4.786116877199827e+255
1757,3.3696722545855883e+252
1758,inf
1759,inf
1760,inf
1761,inf
1762,inf
1763,inf
1764,1.4555489078320827e+275
1765,inf
1766,inf
1767,inf
1768,6.900221216092327e+292
1769,inf
1770,9.947014335561043e+279
1771,7.255505433140817e+290
1772,2.772646730775033e+304
1773,inf
1774,inf
1775,1.6978926252739548e+269
1776,inf
1777,8.376701269595877e+254
1778,1.0433405982850049e+271
1779,1.761337808521079e+266
1780,inf
1781,4.816481693156823e+296
1782,1.0517458363334798e+213
1783,3.162753947196916e+303
1784,1.942818763636259e+246
1785,1.2761084682205126e+284
1786,inf
1787,2.938073965258577e+278
1788,2.314732830525054e+189
1789,2.984108975958922e+269
1790,1.1061426576411311e+260
1791,inf
1792,inf
1793,inf
1794,7.0770428110960365e+264
1795,1.3939493755054405e+299
1796,1.2335944146292368e+257
1797,1.989545367775775e+272
1798,4.5304869973149894e+251
1799,1.0293650255544858e+236
1800,2.8628552019210205e+265
1801,inf
1802,2.2590721989655927e+277
1803,5.955522351467168e+296
1804,6.034085503707212e+275
1805,1.6351693477025527e+272
1806,2.1215477744066516e+232
1807,inf
1808,inf
1809,5.07759985427573e+292
1810,6.456189178145416e+274
1811,1.4683527006643147e+286
1812,4.092776633907351e+300
1813,4.9952078778523744e+256
1814,1.4191954533928532e+237
1815,2.0436176051106698e+187
1816,2.5397955613684035e+238
1817,3.847748295861591e+300
1818,inf
1819,4.480443758060395e+215
1820,5.183300705856332e+182
1821,3.492272246750127e+244
1822,5.470225870123658e+300
1823,4.836616925830831e+239
1824,8.110694522060296e+265
1825,4.0928907389617466e+249
1826,4.133462794764347e+234
1827,6.183659234026876e+232
1828,1.0617674439439232e+276
1829,6.043594408128145e+273
1830,2.4184304336291036e+304
1831,inf
1832,4.399664796171333e+271
1833,1.1154596481399554e+304
1834,3.645925816575637e+245
1835,1.797133420550962e+283
1836,1.0981638717216982e+269
1837,4.585766117498783e+227
1838,9.148549692566473e+303
1839,1.890289786567976e+187
1840,inf
1841,inf
1842,2.730572341859837e+271
1843,inf
1844,3.929431419240799e+254
1845,inf
1846,inf
1847,inf
1848,7.216063062977662e+222
1849,inf
1850,1.9676814646289934e+283
1851,inf
1852,3.7833890129276276e+260
1853,8.438384637897855e+232
1854,1.1816028772567338e+300
1855,inf
1856,inf
1857,inf
1858,1.0025219391698635e+305
1859,3.952428160356125e+258
1860,1.6001890667568692e+284
1861,1.1479412713079087e+257
1862,inf
1863,inf
1864,inf
1865,inf
1866,inf
1867,4.649545738419414e+306
1868,inf
1869,2.062109316168901e+283
1870,inf
1871,inf
1872,inf
1873,inf
1874,4.695213851757308e+289
1875,inf
1876,inf
1877,inf
1878,inf
1879,inf
1880,8.240636012401637e+251
1881,inf
1882,inf
1883,2.347121896736102e+305
1884,inf
1885,inf
1886,inf
1887,inf
1888,inf
1889,5.635253459658189e+306
1890,1.2809242584033077e+305
1891,1.3479847927426917e+214
1892,1.898152675097013e+237
1893,inf
1894,inf
1895,inf
1896,5.3537450031195324e+281
1897,1.1211528275721016e+265
1898,1.970790690748285e+235
1899,8.283771060500066e+270
1900,1.024513569761052e+248
1901,inf
1902,inf
1903,inf
1904,1.243582569853988e+286
1905,inf
1906,inf
1907,inf
1908,2.492146736668911e+179
1909,7.600613343746573e+198
1910,1.8932178622200577e+191
1911,inf
1912,inf
1913,inf
1914,5.877558047668368e+241
1915,1.3449186725280834e+287
1916,inf
1917,inf
1918,3.157152460102393e+281
1919,6.162220702780285e+304
1920,inf
1921,inf
1922,inf
1923,inf
1924,inf
1925,inf
1926,inf
1927,inf
1928,inf
1929,1.3135944372354226e+249
1930,3.643938463931056e+250
1931,6.787990052667653e+257
1932,1.8469253821258776e+300
1933,inf
1934,inf
1935,7.584710921106896e+289
1936,inf
1937,inf
1938,inf
1939,3.2039438221186094e+300
1940,1.3337127305724205e+243
1941,inf
1942,inf
1943,2.130020547612587e+263
1944,inf
1945,inf
1946,inf
1947,inf
1948,inf
1949,inf
1950,inf
1951,inf
1952,inf
1953,inf
1954,inf
1955,1.5203822286927334e+294
1956,inf
1957,inf
1958,inf
1959,inf
1960,1.2531396806725863e+281
1961,2.042674540253724e+248
1962,1.1178699757226925e+182
1963,1.4392337477493295e+186
1964,2.5651218318654523e+204
1965,3.5994357630340985e+226
1966,1.7371608293880175e+205
1967,inf
1968,inf
1969,inf
1970,inf
1971,inf
1972,inf
1973,inf
1974,inf
1975,inf
1976,inf
1977,inf
1978,inf
1979,inf
1980,inf
1981,inf
1982,1.6824175350260159e+277
1983,7.573896167990629e+261
1984,2.5281598503208766e+228
1985,9.326852053006873e+267
1986,3.219245274683862e+275
1987,8.974408559849466e+226
1988,2.518442354981751e+295
1989,6.512392549855648e+296
1990,inf
1991,6.326502326794891e+292
1992,inf
1993,1.0583866524676278e+272
1994,inf
1995,1.7325809892491817e+296
1996,inf
1997,inf
1998,inf
1999,inf
2000,inf
2001,inf
2002,inf
2003,inf
2004,inf
2005,inf
2006,6.677656213415767e+291
2007,inf
2008,1.1421899204447888e+285
2009,inf
2010,inf
2011,inf
2012,7.017760350274711e+281
2013,2.8406179301883455e+301
2014,inf
2015,inf
2016,inf
2017,inf
2018,1.122906757619285e+275
2019,1.7776419382396318e+260
2020,1.756324749951964e+266
2021,9.671356748024201e+234
2022,inf
2023,inf
2024,inf
2025,inf
2026,2.1397871925181625e+225
2027,2.8872108126629227e+215
2028,5.151376343150496e+220
2029,1.2495100588126587e+233
2030,6.653839370965006e+285
2031,5.306669413333398e+257
2032,7.309206553846043e+263
2033,4.190033835084117e+274
2034,3.133508090607851e+220
2035,inf
2036,3.203264594245943e+241
2037,3.703268287822459e+246
2038,4.2752856606281993e+300
2039,inf
2040,inf
2041,inf
2042,5.307213850458202e+299
2043,inf
2044,inf
2045,inf
2046,inf
2047,8.301061204880854e+302
2048,1.8695581622223548e+261
2049,inf
2050,inf
2051,3.395788515763845e+232
2052,1.612143708088175e+286
2053,inf
2054,3.3151947184732596e+203
2055,inf
2056,1.086648096395657e+289
2057,8.549391248974167e+263
2058,inf
2059,5.262277203347325e+291
2060,inf
2061,inf
2062,1.0558083014668149e+305
2063,2.2943395001809904e+282
2064,2.8035866263990956e+295
2065,inf
2066,inf
2067,4.379707741030877e+292
2068,inf
2069,2.540832069276298e+249
2070,8.374873803742456e+253
2071,1.8575922831876454e+200
2072,inf
2073,1.1404022669684147e+295
2074,inf
2075,inf
2076,9.280382101907923e+244
2077,1.4673351173261282e+291
2078,1.7297778996004315e+270
2079,6.868767356576874e+276
2080,3.1078962764860445e+233
2081,4.35618496852828e+271
2082,inf
2083,1.1022499061823237e+287
2084,4.629017335725687e+231
2085,6.135872638559205e+260
2086,4.9104788845017814e+269
2087,2.349283243493668e+284
2088,1.5303238563105217e+236
2089,3.8750729675325726e+191
2090,6.586801010072023e+254
2091,inf
2092,5.028094868711083e+291
2093,4.898433461465467e+299
2094,1.0557012905956576e+222
2095,inf
2096,2.4615150457134e+222
2097,1.546732470554375e+228
2098,2.6236657268318277e+306
2099,7.123663954697764e+198
2100,inf
2101,8.99095589612219e+301
2102,3.0270073397932025e+245
2103,2.7194928033150018e+253
2104,inf
2105,1.428335432332257e+257
2106,2.1831862189542778e+294
2107,inf
2108,3.4197236094448975e+276
2109,6.811508196926267e+265
2110,7.097128616576899e+264
2111,1.4137818211919963e+281
2112,4.7827705870969793e+294
2113,7.997565288346669e+239
2114,1.1537573111796798e+238
2115,2.507771598306137e+283
2116,6.674086758020555e+228
2117,1.462287135452551e+267
2118,1.990281100188744e+252
2119,1.9678370958272867e+220
2120,1.1776271317324697e+234
2121,1.5630864950352596e+235
2122,7.140411861125044e+241
2123,4.332222726718133e+200
2124,5.366890703727432e+303
2125,1.342334869497944e+299
2126,inf
2127,inf
2128,1.62313704307474e+247
2129,3.3247230092191858e+215
2130,inf
2131,1.3667841800753778e+293
2132,7.606699996372394e+296
2133,7.416329192277987e+247
2134,3.259602297718226e+254
2135,1.3502088779276175e+253
2136,1.1185532509090534e+292
2137,5.735332446497786e+275
2138,inf
2139,inf
2140,1.9012385657203357e+294
2141,8.433107667278314e+251
2142,2.5166415775373617e+287
2143,3.8898844330893796e+270
2144,inf
2145,8.876783974096611e+277
2146,inf
2147,inf
2148,9.297505649225383e+279
2149,1.654710892253273e+286
2150,inf
2151,7.57169301199815e+217
2152,inf
2153,inf
2154,9.749532465474017e+272
2155,3.472627892732499e+284
2156,inf
2157,inf
2158,inf
2159,inf
2160,2.186635763053463e+298
2161,inf
2162,inf
2163,inf
2164,inf
2165,inf
2166,4.599184881494451e+289
2167,inf
2168,inf
2169,inf
2170,inf
2171,inf
2172,1.6718818432994043e+282
2173,inf
2174,inf
2175,inf
2176,inf
2177,inf
2178,inf
2179,3.497727432173377e+216
2180,inf
2181,inf
2182,inf
2183,1.2602661837131858e+303
2184,9.121488839364965e+294
2185,2.3231711854223565e+300
2186,2.159182222428972e+269
2187,3.3794521994152632e+289
2188,3.8335208107159155e+270
2189,inf
2190,1.492017560439804e+221
2191,1.615265598735092e+230
2192,2.7508338338146655e+238
2193,1.7782451950005762e+293
2194,5.907336097157141e+241
2195,1.2096380156745385e+281
2196,2.1469855830212064e+253
2197,1.8707135441590026e+247
2198,3.452592068850701e+274
2199,inf
2200,9.085893229033033e+282
2201,inf
2202,4.81167868811205e+280
2203,6.7026339448043315e+305
2204,inf
2205,2.287278145479695e+289
2206,7.092391730323117e+268
2207,inf
2208,inf
2209,inf
2210,4.78284430797846e+187
2211,3.1503543826067547e+240
2212,2.2399177310043725e+231
2213,7.974876277649966e+262
2214,1.2350195849447986e+273
2215,3.7638457948885676e+232
2216,inf
2217,5.163025824216091e+290
2218,1.4973993758668095e+230
2219,1.1939098811207463e+213
2220,2.030059453302593e+248
2221,2.0910895401591824e+287
2222,8.110877984084871e+288
2223,inf
2224,inf
2225,inf
2226,inf
2227,1.809464017847107e+265
2228,inf
2229,inf
2230,4.3752996978472046e+291
2231,inf
2232,inf
2233,inf
2234,inf
2235,inf
2236,inf
2237,inf
2238,inf
2239,3.26854833313719e+277
2240,1.932972980125332e+249
2241,inf
2242,1.601679862576006e+233
2243,5.8110493679301405e+224
2244,9.864755163572483e+189
2245,5.925677961875927e+182
2246,inf
2247,2.1268453660655588e+185
2248,6.707472347122246e+234
2249,4.452925513026663e+239
2250,3.775710580527669e+306
2251,inf
2252,inf
2253,3.2216571411866243e+276
2254,inf
2255,inf
2256,1.2883693651535755e+289
2257,inf
2258,7.293152012466757e+285
2259,2.48260544930971e+291
2260,inf
2261,3.833264075918464e+235
2262,1.9070575814036454e+264
2263,inf
2264,inf
2265,inf
2266,inf
2267,inf
2268,inf
2269,inf
2270,inf
2271,inf
2272,inf
2273,inf
2274,inf
2275,inf
2276,3.134175785354833e+307
2277,inf
2278,inf
2279,2.5747852083417253e+255
2280,inf
2281,2.1763941924005124e+242
2282,inf
2283,6.646598939578181e+192
2284,1.2241542328943743e+196
2285,3.247223503419646e+207
2286,1.253024530831313e+259
2287,inf
2288,inf
2289,inf
2290,inf
2291,inf
2292,inf
2293,inf
2294,inf
2295,inf
2296,inf
2297,inf
2298,inf
2299,inf
2300,inf
2301,inf
2302,inf
2303,inf
2304,inf
2305,7.278153738191069e+253
2306,8.545775311017704e+256
2307,1.4167234592772157e+282
2308,1.1327335664158542e+262
2309,inf
2310,2.787100337383298e+260
2311,8.735630585086986e+254
2312,inf
2313,inf
2314,inf
2315,5.541395367256023e+291
2316,inf
2317,inf
2318,6.986912094187936e+285
2319,6.589727371520264e+274
2320,3.240859846716782e+272
2321,3.36214309838633e+270
2322,2.224223166528492e+230
2323,inf
2324,3.947500807236422e+302
2325,inf
2326,inf
2327,inf
2328,inf
2329,inf
2330,inf
2331,inf
2332,inf
2333,inf
2334,inf
2335,inf
2336,inf
2337,8.973422347903788e+306
2338,inf
2339,inf
2340,inf
2341,inf
2342,inf
2343,inf
2344,inf
2345,inf
2346,6.727351402434738e+288
2347,1.464043459823607e+294
2348,inf
2349,inf
2350,inf
2351,inf
2352,inf
2353,inf
2354,3.2146886272330644e+257
2355,1.2662655966849519e+259
2356,inf
2357,5.299825171173638e+288
2358,inf
2359,6.524079904251792e+263
2360,4.319409518054981e+234
2361,5.849743490485187e+270
2362,inf
2363,3.0445043686507154e+304
2364,inf
2365,3.151153073452152e+260
2366,2.259155898152684e+217
2367,8.290084978120394e+252
2368,4.067885450805742e+253
2369,2.9952420641286292e+268
2370,1.743370724391135e+230
2371,4.734045248586542e+230
2372,7.471161182286683e+277
2373,inf
2374,inf
2375,inf
2376,inf
2377,inf
2378,5.484164256195615e+302
2379,inf
2380,2.7682632649416225e+285
2381,inf
2382,inf
2383,inf
2384,inf
2385,4.290256424947118e+307
2386,5.632441719042353e+302
2387,5.378469672519418e+271
2388,2.776320001574177e+281
2389,2.4445676402738533e+262
2390,inf
2391,4.1643769002157166e+270
2392,4.133033018969249e+253
2393,7.309154448194782e+289
2394,1.9188816705090093e+280
2395,inf
2396,inf
2397,inf
2398,4.175724625617646e+296
2399,1.383434974389885e+200
2400,1.9407638853310388e+174
2401,2.9178772379000706e+215
2402,3.205324796996373e+290
2403,inf
2404,1.427544693450425e+303
2405,2.3257511968471153e+303
2406,1.2403274840750528e+273
2407,3.056661418197148e+260
2408,2.9399867599216595e+270
2409,4.364676335965757e+279
2410,inf
2411,1.8291470773990705e+277
2412,inf
2413,1.6676890152440362e+301
2414,inf
2415,1.5326486973091089e+304
2416,5.8610616609144415e+289
2417,2.616045364805861e+266
2418,2.956184849042222e+263
2419,4.546685677688933e+289
2420,2.3019244807102417e+268
2421,inf
2422,inf
2423,inf
2424,inf
2425,inf
2426,inf
2427,inf
2428,inf
2429,1.8331299075644963e+257
2430,8.974424639467213e+270
2431,2.7412324587519885e+267
2432,1.6375413393858322e+264
2433,1.5471634627243091e+274
2434,6.320777739167533e+288
2435,inf
2436,3.66545404844634e+218
2437,5.835488255556633e+234
2438,3.5168228631750852e+249
2439,9.997219218075584e+238
2440,2.2414974435939463e+253
2441,1.6208239968642475e+232
2442,2.623018289814342e+198
2443,6.803610258312683e+246
2444,7.701184978390185e+272
2445,2.2427125070798443e+238
2446,inf
2447,inf
2448,inf
2449,1.543242473518669e+228
2450,3.2903233932227133e+302
2451,2.228232654294751e+229
2452,inf
2453,3.5734079461999402e+239
2454,6.290065171571765e+300
2455,5.680272781837426e+248
2456,1.7411634522506427e+305
2457,1.847524273571668e+252
2458,2.919944882157351e+242
2459,1.7759283227264136e+224
2460,6.670565067525318e+259
2461,1.0208846955279788e+250
2462,3.297325450043162e+262
2463,3.512704691461057e+253
2464,inf
2465,2.6226174457191263e+282
2466,1.400636828729302e+276
2467,3.5745467928632983e+248
2468,3.056307127204034e+230
2469,7.047285337911637e+240
2470,inf
2471,inf
2472,inf
2473,3.615678468634361e+246
2474,1.4758710773524214e+304
2475,inf
2476,5.418380445651442e+235
2477,1.4377012632976033e+305
2478,inf
2479,inf
2480,inf
2481,inf
2482,1.5430768549937874e+261
2483,1.161828539249864e+259
2484,1.7643043793683696e+263
2485,2.662573222448872e+258
2486,inf
2487,inf
2488,3.9367973284199187e+257
2489,inf
2490,inf
2491,1.4951043305323192e+246
2492,inf
2493,inf
2494,inf
2495,inf
2496,inf
2497,inf
2498,2.1434542240821947e+224
2499,2.6401963974092662e+269
2500,1.934974582672277e+226
2501,1.7303938519551938e+308
2502,inf
2503,6.521671151214736e+272
2504,inf
2505,inf
2506,inf
2507,inf
2508,inf
2509,inf
2510,4.7606301366138357e+303
2511,1.793789810923041e+269
2512,inf
2513,inf
2514,inf
2515,inf
2516,3.2323717743100984e+300
2517,2.1711713641902716e+269
2518,inf
2519,inf
2520,inf
2521,inf
2522,inf
2523,1.4706633890531938e+300
2524,3.4483376921417946e+274
2525,7.932230788969067e+289
2526,1.0744644170835369e+282
2527,inf
2528,1.7037603331138505e+274
2529,7.170079463669461e+249
2530,2.4002272833578764e+237
2531,inf
2532,inf
2533,5.118276631269678e+300
2534,inf
2535,inf
2536,inf
2537,inf
2538,2.33212663464714e+281
2539,2.2428733483155676e+292
2540,3.7170761745722214e+287
2541,1.8937696465891434e+284
2542,2.0103039222684939e+298
2543,1.6041549120612922e+288
2544,1.083913216199339e+279
2545,inf
2546,6.292249745059171e+272
2547,2.607173469771346e+248
2548,inf
2549,2.514943713430218e+279
2550,inf
2551,4.815066746922176e+212
2552,5.1222947435448353e+244
2553,3.798808006420263e+230
2554,6.176211977779373e+277
2555,1.5146826998626432e+264
2556,1.8713829936367062e+249
2557,8.274836504099458e+260
2558,inf
2559,2.013950353398797e+285
2560,4.6311981948467283e+254
2561,1.3510649511530004e+209
2562,5.653209120146972e+257
2563,2.417393971715495e+266
2564,5.533658323079026e+285
2565,8.624113125429494e+304
2566,9.061573297607552e+304
2567,1.3760761198479557e+262
2568,inf
2569,inf
2570,4.962402740994948e+186
2571,inf
2572,1.1664179763434084e+220
2573,inf
2574,inf
2575,1.0166465935787736e+259
2576,3.693717050024096e+282
2577,inf
2578,6.24431138263126e+190
2579,8.93847570239403e+252
2580,inf
2581,6.678241082855285e+268
2582,1.564090979619326e+244
2583,2.8278214077487174e+305
2584,inf
2585,inf
2586,inf
2587,inf
2588,2.1288522698615488e+262
2589,1.113423351787673e+278
2590,2.476831786496612e+270
2591,inf
2592,inf
2593,inf
2594,1.0156593106458908e+305
2595,8.49125150461283e+268
2596,inf
2597,1.785862103962278e+295
2598,inf
2599,inf
2600,inf
2601,1.0142490798133229e+244
2602,3.5171270902778864e+186
2603,1.6690408186533955e+185
2604,8.083883180069874e+187
2605,1.9308449211032524e+186
2606,1.5344414201714737e+286
2607,inf
2608,inf
2609,1.016664019527592e+292
2610,6.521539153634121e+237
2611,inf
2612,inf
2613,3.272011730920439e+291
2614,2.95950718361079e+282
2615,inf
2616,1.322342493757667e+297
2617,inf
2618,inf
2619,inf
2620,1.0103365017700484e+302
2621,inf
2622,inf
2623,inf
2624,inf
2625,inf
2626,3.743700290811689e+283
2627,7.1108773624859536e+221
2628,inf
2629,inf
2630,inf
2631,inf
2632,inf
2633,inf
2634,inf
2635,2.7139881437258183e+304
2636,inf
2637,4.727112987928556e+300
2638,inf
2639,inf
2640,2.4740004924391903e+300
2641,5.957912703795395e+244
2642,inf
2643,2.2957650866826825e+193
2644,2.9249423592839046e+218
2645,7.317876230843235e+183
2646,9.718108110258332e+175
2647,9.447589226891738e+188
2648,2.0405925811127245e+232
2649,6.2176738519907e+282
2650,3.9333060369060413e+201
2651,3.715421683631472e+218
2652,inf
2653,inf
2654,inf
2655,inf
2656,inf
2657,inf
2658,inf
2659,inf
2660,inf
2661,inf
2662,inf
2663,inf
2664,5.817988560170717e+282
2665,inf
2666,1.0926627691384085e+295
2667,2.605848899213827e+303
2668,2.6772487161242155e+304
2669,inf
2670,inf
2671,1.3559976852108976e+292
2672,5.018695653534521e+236
2673,8.01488718683024e+257
2674,1.1202564474522471e+262
2675,1.3186270019410334e+212
2676,8.927536981865576e+301
2677,inf
2678,inf
2679,inf
2680,inf
2681,inf
2682,inf
2683,inf
2684,inf
2685,inf
2686,inf
2687,inf
2688,inf
2689,4.564356771804447e+283
2690,inf
2691,6.691948085993673e+300
2692,5.294568283864407e+263
2693,inf
2694,inf
2695,7.893705807577365e+293
2696,2.465177417228058e+283
2697,inf
2698,inf
2699,4.509003870401583e+296
2700,3.942515840196579e+269
2701,5.8238816464164595e+284
2702,1.8627307563143972e+268
2703,1.5273822472579673e+286
2704,6.736999179777385e+292
2705,3.775016538758213e+278
2706,8.900339229832305e+257
2707,6.753756100908745e+260
2708,inf
2709,5.781341863338024e+258
2710,6.864514243791038e+270
2711,inf
2712,inf
2713,2.7092239113470056e+219
2714,4.699220339414017e+199
2715,7.458335035728894e+235
2716,1.7127867220088282e+211
2717,4.028016622874976e+293
2718,1.3818035381831768e+291
2719,inf
2720,inf
2721,1.9458777226292477e+292
2722,inf
2723,2.0619092786264277e+282
2724,4.883774570432067e+263
2725,2.274258890228055e+294
2726,5.220303294996162e+300
2727,inf
2728,inf
2729,3.807547175686385e+300
2730,inf
2731,3.064614787775949e+254
2732,1.8485190866534113e+275
2733,inf
2734,inf
2735,6.287245161130455e+305
2736,inf
2737,2.3620352957114523e+279
2738,inf
2739,inf
2740,5.418323405840862e+273
2741,4.677143797539489e+298
2742,5.6660143311294684e+299
2743,inf
2744,7.621330077874179e+305
2745,1.9416972441065306e+274
2746,inf
2747,9.427959923742169e+297
2748,6.098576512612291e+252
2749,4.7257120115997634e+297
2750,inf
2751,inf
2752,inf
2753,inf
2754,inf
2755,5.37685698519844e+264
2756,1.4715508122701838e+259
2757,1.4433634515306128e+265
2758,9.352747289490955e+213
2759,2.837503162788691e+282
2760,inf
2761,7.647583859318122e+299
2762,5.36324662555955e+299
2763,inf
2764,5.26639986878448e+302
2765,inf
2766,inf
2767,4.233881787576812e+243
2768,2.6645301889725247e+306
2769,6.760956928399356e+271
2770,3.8218957030992e+265
2771,6.458550077479009e+241
2772,1.5601345790634325e+262
2773,inf
2774,inf
2775,2.717140986635207e+279
2776,5.962992292479145e+298
2777,3.6442166430375096e+260
2778,1.6641367023405957e+198
2779,inf
2780,5.610491531467464e+255
2781,2.5934345353949704e+215
2782,4.050150911035219e+230
2783,6.075955036639232e+270
2784,4.5089337897327836e+240
2785,3.121352494262038e+266
2786,3.613725778289147e+217
2787,1.078467078284475e+283
2788,2.9641131163682977e+217
2789,4.3433718987843127e+307
2790,2.1430166033765467e+239
2791,1.2177148197029906e+272
2792,2.5204125616488302e+222
2793,inf
2794,4.429840136588478e+247
2795,1.0481679154413722e+249
2796,1.9467807789673997e+278
2797,inf
2798,3.4849752090463706e+300
2799,4.4876355113978257e+257
2800,1.6996457118636182e+243
